,game_id,offense_team,defense_team,points_scored,home_team,is_home,yards_gained,yards_allowed,turnovers_given,turnovers_received
491,20241124_SF@GB,SF,GB,10,GB,0,241,325,3,0
492,20241215_GB@SEA,SEA,GB,13,SEA,1,208,369,2,1
493,20241215_GB@SEA,GB,SEA,30,SEA,0,369,208,1,2
494,20241223_NO@GB,GB,NO,34,GB,1,404,196,0,2
495,20241223_NO@GB,NO,GB,0,GB,0,196,404,2,0
496,20250105_CHI@GB,GB,CHI,22,GB,1,367,224,2,2
497,20250105_CHI@GB,CHI,GB,24,GB,0,224,367,2,2
498,20240929_LAR@CHI,CHI,LAR,24,CHI,1,264,322,0,2
499,20240929_LAR@CHI,LAR,CHI,18,CHI,0,322,264,2,0
500,20241006_CAR@CHI,CHI,CAR,36,CHI,1,424,292,0,3
501,20241006_CAR@CHI,CAR,CHI,10,CHI,0,292,424,3,0
502,20241103_CHI@ARI,ARI,CHI,29,ARI,1,350,241,2,0
503,20241103_CHI@ARI,CHI,ARI,9,ARI,0,241,350,0,2
504,20241208_CHI@SF,SF,CHI,38,SF,1,452,162,1,1
505,20241208_CHI@SF,CHI,SF,13,SF,0,162,452,1,1
506,20241226_SEA@CHI,CHI,SEA,3,CHI,1,179,265,1,1
507,20241226_SEA@CHI,SEA,CHI,6,CHI,0,265,179,1,1
508,20241003_TB@ATL,ATL,TB,36,ATL,1,550,333,1,1
509,20241003_TB@ATL,TB,ATL,30,ATL,0,333,550,1,1
510,20241013_TB@NO,NO,TB,27,NO,1,303,594,3,3
511,20241013_TB@NO,TB,NO,51,NO,0,594,303,3,3
512,20241027_ATL@TB,TB,ATL,26,TB,1,432,394,3,0
513,20241027_ATL@TB,ATL,TB,31,TB,0,394,432,0,3
514,20241110_SF@TB,TB,SF,20,TB,1,215,413,0,1
515,20241110_SF@TB,SF,TB,23,TB,0,413,215,1,0
516,20241201_TB@CAR,CAR,TB,23,CAR,1,367,445,1,2
517,20241201_TB@CAR,TB,CAR,26,CAR,0,445,367,2,1
518,20241229_CAR@TB,TB,CAR,48,TB,1,551,204,0,0
519,20241229_CAR@TB,CAR,TB,14,TB,0,204,551,0,0
520,20250105_NO@TB,TB,NO,27,TB,1,395,292,1,0
521,20250105_NO@TB,NO,TB,19,TB,0,292,395,0,1
522,20240929_NO@ATL,ATL,NO,26,ATL,1,315,366,1,2
523,20240929_NO@ATL,NO,ATL,24,ATL,0,366,315,2,1
524,20241013_ATL@CAR,CAR,ATL,20,CAR,1,335,423,2,1
525,20241013_ATL@CAR,ATL,CAR,38,CAR,0,423,335,1,2
526,20241020_SEA@ATL,ATL,SEA,14,ATL,1,369,339,3,0
527,20241020_SEA@ATL,SEA,ATL,34,ATL,0,339,369,0,3
528,20241110_ATL@NO,NO,ATL,20,NO,1,365,468,0,1
529,20241110_ATL@NO,ATL,NO,17,NO,0,468,365,1,0
530,20250105_CAR@ATL,ATL,CAR,38,ATL,1,537,425,1,0
531,20250105_CAR@ATL,CAR,ATL,44,ATL,0,425,537,0,1
532,20240908_CAR@NO,NO,CAR,47,NO,1,379,193,1,3
533,20240908_CAR@NO,CAR,NO,10,NO,0,193,379,3,1
534,20241103_NO@CAR,CAR,NO,23,CAR,1,246,427,1,0
535,20241103_NO@CAR,NO,CAR,22,CAR,0,427,246,0,1
536,20241201_LAR@NO,NO,LAR,14,NO,1,327,322,0,0
537,20241201_LAR@NO,LAR,NO,21,NO,0,322,327,0,0
538,20241222_ARI@CAR,CAR,ARI,36,CAR,1,392,382,0,2
539,20241222_ARI@CAR,ARI,CAR,30,CAR,0,382,392,2,0
540,20240915_LAR@ARI,ARI,LAR,41,ARI,1,489,245,1,1
541,20240915_LAR@ARI,LAR,ARI,10,ARI,0,245,489,1,1
542,20240922_SF@LAR,LAR,SF,27,LAR,1,296,425,0,1
543,20240922_SF@LAR,SF,LAR,24,LAR,0,425,296,1,0
544,20241103_LAR@SEA,SEA,LAR,20,SEA,1,424,366,3,1
545,20241103_LAR@SEA,LAR,SEA,26,SEA,0,366,424,1,3
546,20241212_LAR@SF,SF,LAR,6,SF,1,191,302,1,0
547,20241212_LAR@SF,LAR,SF,12,SF,0,302,191,0,1
548,20241228_ARI@LAR,LAR,ARI,13,LAR,1,257,396,0,2
549,20241228_ARI@LAR,ARI,LAR,9,LAR,0,396,257,2,0
550,20250105_SEA@LAR,LAR,SEA,25,LAR,1,403,336,1,0
551,20250105_SEA@LAR,SEA,LAR,30,LAR,0,336,403,0,1
552,20241010_SF@SEA,SEA,SF,24,SEA,1,358,483,3,0
553,20241010_SF@SEA,SF,SEA,36,SEA,0,483,358,0,3
554,20241117_SEA@SF,SF,SEA,17,SF,1,277,289,1,1
555,20241117_SEA@SF,SEA,SF,20,SF,0,289,277,1,1
556,20241124_ARI@SEA,SEA,ARI,16,SEA,1,285,298,1,1
557,20241124_ARI@SEA,ARI,SEA,6,SEA,0,298,285,1,1
558,20241208_SEA@ARI,ARI,SEA,18,ARI,1,356,409,2,0
559,20241208_SEA@ARI,SEA,ARI,30,ARI,0,409,356,0,2
560,20241006_ARI@SF,SF,ARI,23,SF,1,384,358,3,1
561,20241006_ARI@SF,ARI,SF,24,SF,0,358,384,1,3
562,20250105_SF@ARI,ARI,SF,47,ARI,1,393,436,0,3
563,20250105_SF@ARI,SF,ARI,24,ARI,0,436,393,3,0
